Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
27-11-2017,59.2,59.7,59.17,59.63,7891586,0,1,57.73541036,58.22304051,57.70615255,58.15477229,7891586
24-11-2017,59,59.35,58.91,59.32,3400441,0,1,57.5403583,57.88169941,57.45258487,57.8524416,3400441
22-11-2017,59.18,59.34,58.94,59.07,8500589,0,1,57.71590515,57.8719468,57.48184268,57.60862652,8500589
21-11-2017,59.03,59.4,58.93,59.39,9057779,0,1,57.56961611,57.93046242,57.47209008,57.92070982,9057779
20-11-2017,58.63,59.5,57.98,59.25,8480447,0,1,57.17951198,58.02798845,56.54559278,57.78417337,8480447
17-11-2017,58.54,59.53,58.37,59.19,15475385,0,1,57.09173855,58.05724626,56.9259443,57.72565776,15475385
16-11-2017,56.62,57.2775,56.41,57.23,8232308,0,1,55.21923876,55.86047241,55.01443409,55.81414755,8232308
15-11-2017,55.96,56.87,55.08,56.63,6610545,0,1,54.57556695,55.46305384,53.71733788,55.22899136,6610545
14-11-2017,55.71,56.18,55.53,55.98,5037418,0,1,54.33175188,54.79012422,54.15620502,54.59507216,5037418
13-11-2017,55.66,56.085,55.66,55.91,10105753,0,1,54.28298886,54.69747449,54.28298886,54.52680394,10105753
10-11-2017,55.88,56.49,55.62,56.09,7535726,0,1,54.49754613,55.09245492,54.24397845,54.70235079,7535726
09-11-2017,55.5,56.35,55.31,56.13,10940531,0,1,54.12694721,54.95591848,53.94164775,54.74136121,10940531
08-11-2017,55,55.77,54.89,55.76,6974626,0,1,53.63931706,54.3902675,53.53203842,54.38051489,6974626
07-11-2017,55.75,56.015,55.02,55.15,7774698,0,1,54.37076229,54.62920627,53.65882226,53.7856061,7774698
06-11-2017,55.29,56.13,55.14,56.04,9332236,0,1,53.92214255,54.74136121,53.7758535,54.65358778,9332236
03-11-2017,55.15,55.72,55.04,55.71,9448203,0,1,53.7856061,54.34150448,53.67832747,54.33175188,9448203
02-11-2017,55.15,55.32,54.59,55.12,7250283,0,1,53.7856061,53.95140036,53.23946033,53.75634829,7250283
01-11-2017,55.42,55.5,54.85,55.07,7544505,0,1,54.04892639,54.12694721,53.49302801,53.70758528,7544505
31-10-2017,54.75,55.28,54.52,54.99,9794845,0,1,53.39550198,53.91238994,53.17119211,53.62956445,9794845
30-10-2017,55.71,55.93,54.84,55.27,10169301,0,1,54.33175188,54.54630914,53.48327541,53.90263734,10169301
27-10-2017,55.82,56.36,55.65,55.96,12801783,0,1,54.43903051,54.96567108,54.27323626,54.57556695,12801783
26-10-2017,55.26,57.25,55.14,56.81,22184244,0,1,53.89288474,55.83365275,53.7758535,55.40453822,22184244
25-10-2017,53.43,55.905,52.67,54.9245,22919390,0,1,52.10815837,54.52192764,51.36696053,53.5656849,22919390
24-10-2017,53.9,54,53.1,53.42,14767595,0,1,52.56653072,52.66405675,51.78632247,52.09840577,14767595
23-10-2017,53.06,53.95,53,53.66,12242170,0,1,51.74731205,52.61529373,51.68879644,52.33246824,12242170
20-10-2017,52.79,53.5,52.79,53.06,13020916,0,1,51.48399177,52.17642659,51.48399177,51.74731205,13020916
19-10-2017,51.66,52.8,51.48,52.69,12568217,0,1,50.38194762,51.49374437,50.20640076,51.38646574,12568217
18-10-2017,52.18,52.4,52.1,52.3,10890257,0,1,50.88908298,51.10364025,50.81106216,51.00611422,10890257
17-10-2017,51.5,52.04,51.38,52,9492475,0,1,50.22590597,50.75254654,50.10887473,50.71353613,9492475
16-10-2017,50.8,51.405,50.64,51.37,9299326,0,1,49.54322375,50.13325624,49.3871821,50.09912213,9299326
13-10-2017,50.83,51.07,50.4,50.98,16227908,0,1,49.57248156,49.80654404,49.15311963,49.71877061,16227908
12-10-2017,50.98,51.12,50.35,50.83,10658445,0,1,49.71877061,49.85530705,49.10435661,49.57248156,10658445
11-10-2017,51.39,51.52,50.83,51.03,9109222,0,1,50.11862734,50.24541118,49.57248156,49.76753363,9109222
10-10-2017,51.58,51.82,51.37,51.53,8370508,0,1,50.3039268,50.53798927,50.09912213,50.25516378,8370508
09-10-2017,52.23,52.3,51.5,51.52,6874988,0,1,50.937846,51.00611422,50.22590597,50.24541118,6874988
06-10-2017,52.2,52.46,52.12,52.42,5360267,0,1,50.90858819,51.16215587,50.83056736,51.12314546,5360267
05-10-2017,52.01,52.32,51.775,52.18,5287422,0,1,50.72328873,51.02561943,50.49410256,50.88908298,5287422
04-10-2017,51.51,52.13,51.4,52.08,8203980,0,1,50.23565857,50.84031997,50.12837994,50.79155695,8203980
03-10-2017,52,52.05,51.4,51.47,8125109,0,1,50.71353613,50.76229914,50.12837994,50.19664816,8125109
02-10-2017,52.16,52.21,51.66,51.87,7516205,0,1,50.86957778,50.91834079,50.38194762,50.58675229,7516205
29-09-2017,52.59,52.82,51.76,51.85,12188772,0,1,51.28893971,51.51324958,50.47947365,50.56724708,12188772
28-09-2017,52.8,53.03,52.33,52.63,11330389,0,1,51.49374437,51.71805425,51.03537203,51.32795012,11330389
27-09-2017,52.17,52.69,51.03,52.67,36200571,0,1,50.87933038,51.38646574,49.76753363,51.36696053,36200571
26-09-2017,53.18,53.97,52.98,53.7,16123810,0,1,51.86434329,52.63479894,51.66929123,52.37147865,16123810
25-09-2017,53.08,53.56,53,53.23,12261145,0,1,51.76681726,52.23494221,51.68879644,51.91310631,12261145
22-09-2017,53.02,53.61,52.8,53.24,10962292,0,1,51.70830164,52.28370523,51.49374437,51.92285891,10962292
21-09-2017,53.55,53.64,53.09,53.19,8065367,0,1,52.22518961,52.31296303,51.77656986,51.8740959,8065367
20-09-2017,53.49,53.64,53.04,53.56,7058002,0,1,52.16667399,52.31296303,51.72780685,52.23494221,7058002
19-09-2017,52.78,54.05,52.51,53.33,14706924,0,1,51.47423917,52.71281976,51.21091888,52.01063234,14706924
18-09-2017,53.87,54.16,53.4,53.5,8166438,0,1,52.53727291,52.8200984,52.07890056,52.17642659,8166438
15-09-2017,53.86,54.06,53.52,53.87,10046827,0,1,52.5275203,52.72257236,52.1959318,52.53727291,10046827
14-09-2017,53.54,53.89,53.12,53.73,7496941,0,1,52.215437,52.55677811,51.80582767,52.40073646,7496941
13-09-2017,53.45,53.64,53.04,53.52,6085952,0,1,52.12766358,52.31296303,51.72780685,52.1959318,6085952
12-09-2017,53.77,54.09,53.3,53.4,7823591,0,1,52.43974688,52.75183017,51.98137453,52.07890056,7823591
11-09-2017,52.38,53.13,52.32,53.03,8649915,0,1,51.08413504,51.81558028,51.02561943,51.71805425,8649915
08-09-2017,52.25,52.51,52.11,52.2,8563283,0,1,50.9573512,51.21091888,50.82081476,50.90858819,8563283
07-09-2017,52.76,52.85,52.34,52.39,6905712,0,1,51.45473396,51.54250739,51.04512463,51.09388765,6905712
06-09-2017,53.12,53.34,52.71,52.76,7407562,0,1,51.80582767,52.02038494,51.40597095,51.45473396,7407562
05-09-2017,53.25,53.47,52.88,53.01,6689126,0,1,51.93261151,52.14716878,51.5717652,51.69854904,6689126
01-09-2017,53,53.45,52.9,53.36,5509805,0,1,51.68879644,52.12766358,51.59127041,52.03989015,5509805
31-08-2017,52.6,52.98,52.47,52.81,7728916,0.18,1,51.29869231,51.66929123,51.17190847,51.50349698,7728916
30-08-2017,52.8,52.96,52.25,52.56,7434491,0,1,51.31882696,51.47433855,50.78425584,51.08555956,7434491
29-08-2017,52.74,52.8775,52.065,52.73,12539059,0,1,51.26051011,51.39415289,50.60444556,51.25079063,12539059
28-08-2017,54.07,54.43,53.615,53.73,5268953,0,1,52.55320026,52.90310135,52.11096415,52.22273811,5268953
25-08-2017,54.03,54.2,53.5375,53.9,6416622,0,1,52.51432236,52.67955343,52.03563822,52.38796918,6416622
24-08-2017,53.93,53.97,53.46,53.84,5461911,0,1,52.41712761,52.45600551,51.96031229,52.32965234,5461911
23-08-2017,53.92,54.08,53.445,53.61,6409366,0,1,52.40740813,52.56291973,51.94573308,52.10610442,6409366
22-08-2017,53.92,54.41,53.79,54.13,8212816,0,1,52.40740813,52.8836624,52.28105496,52.6115171,8212816
21-08-2017,54.44,54.44,53.105,53.61,14288743,0,1,52.91282082,52.91282082,51.61527094,52.10610442,14288743
18-08-2017,54.85,55.42,54.17,54.95,22905183,0,1,53.31131929,53.86532935,52.650395,53.40851404,22905183
17-08-2017,58.53,58.7445,57.42,57.46,9148637,0,1,56.88808602,57.09656875,55.80922431,55.84810221,9148637
16-08-2017,58.9,59.05,58.221,58.54,5489569,0,1,57.24770659,57.39349871,56.58775425,56.89780549,5489569
15-08-2017,58.94,59.01,58.29,58.56,8913041,0,1,57.28658448,57.35462081,56.65481862,56.91724444,8913041
14-08-2017,59.15,60,59.13,59.78,5899971,0,1,57.49069346,58.31684881,57.47125451,58.10302037,5899971
11-08-2017,58.73,59.27,58.59,58.97,4979994,0,1,57.08247551,57.60732715,56.94640287,57.31574291,4979994
10-08-2017,59.68,59.69,59.06,59.07,5585065,0,1,58.00582562,58.01554509,57.40321818,57.41293766,5585065
09-08-2017,59.42,59.965,59.26,59.9,5310944,0,1,57.75311928,58.28283065,57.59760768,58.21965407,5310944
08-08-2017,59.88,60.12,59.36,59.46,5586439,0,1,58.20021512,58.43348251,57.69480243,57.79199717,5586439
07-08-2017,59.82,60.1,59.71,59.79,4066712,0,1,58.14189827,58.41404356,58.03498404,58.11273984,4066712
04-08-2017,60.17,60.34,59.63,59.76,4105953,0,1,58.48207989,58.64731096,57.95722825,58.08358142,4105953
03-08-2017,59.8,60.53,59.64,60.14,5677162,0,1,58.12245932,58.83198098,57.96694772,58.45292146,5677162
02-08-2017,59.55,59.95,59.27,59.79,4468121,0,1,57.87947245,58.26825144,57.60732715,58.11273984,4468121
01-08-2017,59,59.94,58.9,59.84,9051700,0,1,57.34490133,58.25853196,57.24770659,58.16133722,9051700
31-07-2017,58.71,59.12,58.33,59.05,6225907,0,1,57.06303656,57.46153503,56.69369652,57.39349871,6225907
28-07-2017,58.15,58.735,57.97,58.67,5112825,0,1,56.51874598,57.08733525,56.34379543,57.02415867,5112825
27-07-2017,58.6,58.68,57.985,58.15,8259947,0,1,56.95612234,57.03387814,56.35837464,56.51874598,8259947
26-07-2017,59.09,59.13,58.32,58.36,5529498,0,1,57.43237661,57.47125451,56.68397705,56.72285495,5529498
25-07-2017,59.32,59.52,58.92,59.39,5157123,0,1,57.65592453,57.85031402,57.26714554,57.72396085,5157123
24-07-2017,59.69,59.7701,58.761,58.95,7498300,0,1,58.01554509,58.09339809,57.11260589,57.29630396,7498300
21-07-2017,59,60,58.91,59.95,11048297,0,1,57.34490133,58.31684881,57.25742606,58.26825144,11048297
20-07-2017,59.12,59.59,58.8,59.1,11915496,0,1,57.46153503,57.91835035,57.15051184,57.44209608,11915496
19-07-2017,57.6,57.875,57.3925,57.77,4451101,0,1,55.98417486,56.25146042,55.78249576,56.14940593,4451101
18-07-2017,57.74,58.08,57.47,57.65,4922455,0,1,56.12024751,56.45070965,55.85782169,56.03277224,4922455
17-07-2017,58,58.35,57.755,57.79,6883975,0,1,56.37295385,56.71313547,56.13482672,56.16884488,6883975
14-07-2017,57.95,58.21,57.64,58,6344849,0,1,56.32435648,56.57706282,56.02305276,56.37295385,6344849
13-07-2017,58.22,58.58,57.93,57.94,8108634,0,1,56.5867823,56.93668339,56.30491753,56.314637,8108634
12-07-2017,58.31,58.75,58.1,58.22,7243119,0,1,56.67425757,57.10191446,56.4701486,56.5867823,7243119
11-07-2017,58.54,58.93,58.04,58.18,7222319,0,1,56.89780549,57.27686501,56.41183175,56.5479044,7222319
10-07-2017,57.89,58.81,57.68,58.73,8942398,0,1,56.26603963,57.16023131,56.06193066,57.08247551,8942398
07-07-2017,57.4,58.08,57.03,57.98,8145436,0,1,55.78978537,56.45070965,55.4301648,56.3535149,8145436
06-07-2017,57.45,57.72,57,57.16,9035661,0,1,55.83838274,56.10080856,55.40100637,55.55651797,9035661
05-07-2017,58.24,58.29,57.51,57.56,16166954,0,1,56.60622125,56.65481862,55.89669959,55.94529696,16166954
03-07-2017,58.37,59.01,58.33,58.65,9910021,0,1,56.73257442,57.35462081,56.69369652,57.00471972,9910021
30-06-2017,56.6,59.71,56.5,59,46537229,0,1,55.01222738,58.03498404,54.91503263,57.34490133,46537229
29-06-2017,53.33,53.63,52.99,53.17,14801866,0,1,51.83395912,52.12554336,51.50349698,51.67844752,14801866
28-06-2017,53.17,53.61,52.96,53.36,7525146,0,1,51.67844752,52.10610442,51.47433855,51.86311755,7525146
27-06-2017,53.19,53.26,52.64,52.95,7873136,0,1,51.69788647,51.7659228,51.16331536,51.46461908,7873136
26-06-2017,52.95,53.57,52.67,53.28,7966219,0,1,51.46461908,52.06722652,51.19247378,51.78536175,7966219
23-06-2017,52.15,52.915,51.67,52.85,8522404,0,1,50.68706109,51.43060092,50.2205263,51.36742433,8522404
22-06-2017,52.6,52.62,52.09,52.4,10660744,0,1,51.12443746,51.14387641,50.62874425,50.93004796,10660744
21-06-2017,51.9,52.685,51.9,52.59,13021697,0,1,50.44407422,51.207053,50.44407422,51.11471799,13021697
20-06-2017,52.05,52.13,51.1,51.56,10676464,0,1,50.58986635,50.66762214,49.66651624,50.11361208,10676464
19-06-2017,51.42,52.22,51.4,52.02,11265164,0,1,49.97753943,50.75509742,49.95810048,50.56070792,11265164
16-06-2017,51.75,51.84,50.79,51.1,25725453,0,1,50.2982821,50.38575738,49.36521252,49.66651624,25725453
15-06-2017,54,54.05,52.73,52.9,16041068,0,1,52.48516393,52.53376131,51.25079063,51.4160217,16041068
14-06-2017,54.48,54.67,53.95,54.66,6783148,0,1,52.95169872,53.13636874,52.43656656,53.12664927,6783148
13-06-2017,54.03,54.66,53.84,54.31,8720065,0,1,52.51432236,53.12664927,52.32965234,52.78646765,8720065
12-06-2017,53.51,54.25,53.5,54.03,9180088,0,1,52.00890967,52.7281508,51.99919019,52.51432236,9180088
09-06-2017,53.2,53.47,52.8,53.46,8347402,0,1,51.70760595,51.97003177,51.31882696,51.96031229,8347402
08-06-2017,53.54,54.14,53.15,53.2,7785615,0,1,52.03806809,52.62123658,51.65900857,51.70760595,7785615
07-06-2017,52.79,53.36,52.75,53.23,7437708,0,1,51.30910748,51.86311755,51.27022958,51.73676437,7437708
06-06-2017,52.9,53.1,52.43,52.48,8923047,0,1,51.4160217,51.6104112,50.95920639,51.00780376,8923047
05-06-2017,53,53.23,52.7,53.01,5748870,0,1,51.51321645,51.73676437,51.22163221,51.52293593,5748870
02-06-2017,52.7,53.01,52.36,52.98,18511069,0,1,51.22163221,51.52293593,50.89117006,51.4937775,18511069
01-06-2017,53.06,53.3,52.21,52.3,13351104,0.18,1,51.5715333,51.8048007,50.74537794,50.83285322,13351104
31-05-2017,53.02,53.2799,52.71,52.99,8938801,0,1,51.35590468,51.60764741,51.05563439,51.32684626,8938801
30-05-2017,52.76,53.02,52.64,52.92,8039561,0,1,51.10406509,51.35590468,50.98783143,51.2590433,8039561
26-05-2017,52.35,52.76,52.23,52.59,5921314,0,1,50.70693342,51.10406509,50.59069976,50.93940074,5921314
25-05-2017,52.38,52.59,52.21,52.35,7627439,0,1,50.73599183,50.93940074,50.57132748,50.70693342,7627439
24-05-2017,52.25,52.3,51.74,52.01,9403025,0,1,50.61007204,50.65850273,50.11607899,50.37760472,9403025
23-05-2017,51.98,52.625,51.88,52.2,11087298,0,1,50.34854631,50.97330222,50.25168492,50.56164135,11087298
22-05-2017,51.77,51.96,51.4,51.57,13671318,0,1,50.1451374,50.32917403,49.78675029,49.95141464,13671318
19-05-2017,51,52.11,50.81,51.77,20047766,0,1,49.39930476,50.4744661,49.21526814,50.1451374,20047766
18-05-2017,51.97,52.08,51.3,51.68,22576489,0,1,50.33886017,50.44540769,49.68988891,50.05796216,22576489
17-05-2017,52.39,52.87,51.8,51.8,18341473,0,1,50.74567797,51.21061261,50.17419582,50.17419582,18341473
16-05-2017,52.37,53.38,52.12,52.78,14562678,0,1,50.7263057,51.70460565,50.48415224,51.12343736,14562678
15-05-2017,54.12,54.2,53.68,53.77,8181962,0,1,52.42137988,52.49886898,51.9951898,52.08236504,8181962
12-05-2017,54.1,54.39,53.79,54.2,5606253,0,1,52.4020076,52.68290561,52.10173732,52.49886898,5606253
11-05-2017,54.52,54.52,53.4,54.24,6499597,0,1,52.80882541,52.80882541,51.72397793,52.53761354,6499597
10-05-2017,54.91,55.06,54.51,54.56,5823023,0,1,53.1865848,53.33187687,52.79913927,52.84756996,5823023
09-05-2017,54.33,55.08,54.16,54.89,6441208,0,1,52.62478878,53.35124915,52.46012443,53.16721252,6441208
08-05-2017,54.18,54.51,53.83,54.3,8728121,0,1,52.47949671,52.79913927,52.14048187,52.59573037,8728121
05-05-2017,54.41,54.5,53.56,53.95,13379949,0,1,52.70227789,52.78945313,51.87895614,52.25671553,13379949
04-05-2017,54.68,54.83,54.2,54.47,6830395,0,1,52.96380362,53.10909569,52.49886898,52.76039472,6830395
03-05-2017,55.17,55.3,54.4,54.53,9474727,0,1,53.43842439,53.56434419,52.69259175,52.81851154,9474727
02-05-2017,55.12,55.16,54.79,55.07,7363616,0,1,53.3899937,53.42873825,53.07035114,53.34156301,7363616
01-05-2017,55.43,55.45,54.98,54.99,4881442,0,1,53.69026398,53.70963626,53.25438776,53.2640739,4881442
28-04-2017,55.43,55.53,55.14,55.41,6437731,0,1,53.69026398,53.78712536,53.40936597,53.67089171,6437731
27-04-2017,55.18,55.57,54.91,55.47,8557987,0,1,53.44811053,53.82586992,53.1865848,53.72900853,8557987
26-04-2017,55.46,55.84,55.12,55.16,10936009,0,1,53.7193224,54.08739565,53.3899937,53.42873825,10936009
25-04-2017,55.53,55.77,55.41,55.45,8970970,0,1,53.78712536,54.01959268,53.67089171,53.70963626,8970970
24-04-2017,56.14,56.21,55.47,55.47,10777733,0,1,54.37797979,54.44578276,53.72900853,53.72900853,10777733
21-04-2017,56.29,56.38,55.68,55.85,6055624,0,1,54.52327187,54.61044711,53.93241744,54.09708179,6055624
20-04-2017,55.96,56.69,55.881,56.4,6867130,0,1,54.20362931,54.91071739,54.12710881,54.62981939,6867130
19-04-2017,56.16,56.22,55.74,55.86,5947674,0,1,54.39735207,54.4554689,53.99053427,54.10676792,5947674
18-04-2017,56.02,56.42,55.8,56.11,5651118,0,1,54.26174613,54.64919166,54.04865109,54.34892138,5651118
17-04-2017,55.32,56.335,55.25,56.24,7688742,0,1,53.58371646,54.56685949,53.51591349,54.47484118,7688742
13-04-2017,55.41,55.6,55.26,55.34,5282110,0,1,53.67089171,53.85492833,53.52559963,53.60308874,5282110
12-04-2017,54.66,55.62,54.5,55.57,8504108,0,1,52.94443134,53.87430061,52.78945313,53.82586992,8504108
11-04-2017,54.95,55.0699,54.55,54.92,4348643,0,1,53.22532935,53.34146615,52.83788382,53.19627093,4348643
10-04-2017,55,55.33,54.721,54.9,5472680,0,1,53.27376004,53.5934026,53.00351678,53.17689866,5472680
07-04-2017,55.1,55.24,54.77,55.11,6078250,0,1,53.37062142,53.50622736,53.05097886,53.38030756,6078250
06-04-2017,55.07,55.94,54.94,55.14,6692225,0,1,53.34156301,54.18425703,53.21564321,53.40936597,6692225
05-04-2017,54.97,55.8,54.5,54.98,7722093,0,1,53.24470163,54.04865109,52.78945313,53.25438776,7722093
04-04-2017,55.15,55.3,54.83,55.04,8843216,0,1,53.41905211,53.56434419,53.10909569,53.31250459,8843216
03-04-2017,55.74,55.8,55.15,55.56,7088088,0,1,53.99053427,54.04865109,53.41905211,53.81618378,7088088
31-03-2017,56,56.03,55.645,55.73,5905639,0,1,54.24237386,54.27143227,53.89851595,53.98084813,5905639
30-03-2017,56.48,56.6,55.81,56.04,7210468,0,1,54.70730849,54.82354215,54.05833723,54.28111841,7210468
29-03-2017,56.41,57.1,56.35,56.68,7456208,0,1,54.63950552,55.30784906,54.5813887,54.90103126,7456208
28-03-2017,55.99,56.78,55.79,56.62,7823943,0,1,54.23268772,54.99789264,54.03896496,54.84291443,7823943
27-03-2017,55.64,56.249,55.54,55.93,8663611,0,1,53.89367288,54.4835587,53.7968115,54.17457089,8663611
24-03-2017,55.29,56.64,55.12,56.36,14438573,0,1,53.55465805,54.8622867,53.3899937,54.59107483,14438573
23-03-2017,54.61,55.55,54.52,55.37,23848344,0,1,52.89600065,53.80649764,52.80882541,53.63214715,23848344
22-03-2017,54.76,55,53.76,53.92,37413372,0,1,53.04129272,53.27376004,52.0726789,52.22765712,37413372
21-03-2017,58.78,59,57.72,58.01,15269827,0,1,56.93512028,57.14821532,55.90838963,56.18928763,15269827
20-03-2017,58,58.81,57.96,58.68,13352530,0,1,56.1796015,56.96417869,56.14085694,56.83825889,13352530
17-03-2017,57.77,57.885,57.31,57.8,10791471,0,1,55.95682032,56.06821091,55.51125796,55.98587873,10791471
16-03-2017,57.43,57.72,56.83,57.6,9894955,0,1,55.62749162,55.90838963,55.04632333,55.79215597,9894955
15-03-2017,57.63,57.99,56.75,57.66,10067524,0,1,55.82121438,56.16991536,54.96883422,55.8502728,10067524
14-03-2017,56.87,58.01,56.72,57.28,9286917,0,1,55.08506788,56.18928763,54.93977581,55.48219955,9286917
13-03-2017,56.4,56.815,56.11,56.67,7235882,0,1,54.62981939,55.03179412,54.34892138,54.89134512,7235882
10-03-2017,56.49,56.99,56.26,56.43,8882395,0,1,54.71699463,55.20130154,54.49421345,54.6588778,8882395
09-03-2017,56.61,56.66,56.09,56.36,6165660,0,1,54.83322829,54.88165898,54.3295491,54.59107483,6165660
08-03-2017,56.94,56.94,56.31,56.51,7604792,0,1,55.15287085,55.15287085,54.54264414,54.73636691,7604792
07-03-2017,56.71,56.99,56.02,56.55,7124367,0,1,54.93008967,55.20130154,54.26174613,54.77511146,7124367
06-03-2017,56.7,56.93,56.53,56.77,6896754,0,1,54.92040353,55.14318471,54.75573918,54.9882065,6896754
03-03-2017,57.63,57.65,56.51,56.7,9192475,0,1,55.82121438,55.84058666,54.73636691,54.92040353,9192475
02-03-2017,57.9,58.25,57.65,57.8,6436688,0.18,1,56.08274011,56.42175495,55.84058666,55.98587873,6436688
01-03-2017,57.86,58.03,57.33,57.95,8558904,0,1,55.87000592,56.03415907,55.35823435,55.95691053,8558904
28-02-2017,57.37,57.55,56.855,57.16,7951164,0,1,55.39685862,55.57066783,54.89957115,55.19408121,7951164
27-02-2017,57.65,57.83,57.3488,57.69,4375503,0,1,55.66722851,55.84103772,55.37638776,55.70585278,4375503
24-02-2017,57.39,58.42,57.07,57.86,9684155,0,1,55.41617076,56.4107457,55.1071766,55.87000592,9684155
23-02-2017,58.11,58.4,57.27,57.39,12316307,0,1,56.11140761,56.39143356,55.30029795,55.41617076,12316307
22-02-2017,57.48,58.38,57.36,58.24,10914088,0,1,55.50307536,56.37212143,55.38720255,56.23693648,10914088
21-02-2017,56.38,57.45,56.2,57.36,10955030,0,1,54.44090795,55.47410716,54.26709874,55.38720255,10955030
17-02-2017,56.12,56.8,55.86,56.75,12637733,0,1,54.1898502,54.84646278,53.93879245,54.79818244,12637733
16-02-2017,56.88,56.92,56.1,56.29,8374192,0,1,54.92371132,54.96233559,54.17053806,54.35400334,8374192
15-02-2017,56.29,56.76,56.21,56.64,6651971,0,1,54.35400334,54.80783851,54.2767548,54.6919657,6651971
14-02-2017,55.92,56.69,55.83,56.45,8891430,0,1,53.99672885,54.74024604,53.90982424,54.50850042,8891430
13-02-2017,56.17,56.34,55.75,56.09,7679800,0,1,54.23813053,54.40228368,53.8325757,54.160882,7679800
10-02-2017,55.63,56.47,55.63,56.22,14973383,0,1,53.7167029,54.52781256,53.7167029,54.28641087,14973383
09-02-2017,53.93,55.7,53.93,55.31,14345385,0,1,52.07517144,53.78429537,52.07517144,53.40770874,14345385
08-02-2017,52.74,53.94,52.7,53.88,9280934,0,1,50.92609942,52.08482751,50.88747515,52.0268911,9280934
07-02-2017,53.07,53.28,52.67,52.81,6446876,0,1,51.24474964,51.44752706,50.85850695,50.99369189,6446876
06-02-2017,52.09,52.8,52.05,52.8,7354956,0,1,50.29845504,50.98403582,50.25983077,50.98403582,7354956
03-02-2017,52.62,52.805,52.25,52.36,8850413,0,1,50.81022661,50.98886386,50.45295212,50.55916886,8850413
02-02-2017,53,53.01,52.4801,52.8,7874179,0,1,51.17715717,51.18681324,50.67513823,50.98403582,7874179
01-02-2017,52.98,53.26,52.61,53.02,8810837,0,1,51.15784504,51.42821492,50.80057054,51.19646931,8810837
31-01-2017,51.68,52.9,51.63,52.9,12284427,0,1,49.90255628,51.0805965,49.85427594,51.0805965,12284427
30-01-2017,52.78,53.22,52.41,53.08,9770223,0,1,50.96472369,51.38959065,50.6074492,51.25440571,9770223
27-01-2017,53.68,54.08,53.03,53.19,7361878,0,1,51.83376975,52.22001245,51.20612537,51.36062245,7361878
26-01-2017,54.11,54.12,53.36,53.65,6201845,0,1,52.24898065,52.25863672,51.5247756,51.80480155,6201845
25-01-2017,53.73,54.12,53.69,53.86,6675011,0,1,51.88205009,52.25863672,51.84342582,52.00757897,6675011
